LATITUDE,LONGITUDE,FLOOR,BUILDINGID
4864987.346843628,-7629.96375968152,1,0
4864987.386956616,-7630.006256846095,1,0
4864993.766639341,-7637.464953268508,1,0
4864999.098539428,-7638.2120122141205,1,0
4864994.527768789,-7637.293464098949,1,0
4864994.482261865,-7637.290298651704,1,0
4864994.066745505,-7637.411477171414,1,0
4864994.511503764,-7637.301641522115,1,0
4864994.527745489,-7637.294256171192,1,0
4864994.522057565,-7637.299975303748,1,0
4864994.523468192,-7637.31106091986,1,0
4864994.163936254,-7637.342645004302,1,0
4864999.77982988,-7638.525348794519,1,0
4864999.917975213,-7638.562709339865,1,0
4865002.625040415,-7639.386203048855,1,0
4864996.632041076,-7638.140610796035,1,0
4865002.740398994,-7639.413126900074,1,0
4864999.899547306,-7638.559871725016,1,0
4864999.891704516,-7638.5567508247495,1,0
4865002.805972477,-7639.431377367258,1,0
4864999.940568197,-7638.567711401562,1,0
4864999.96880997,-7638.576046596849,1,0
4864999.831176529,-7638.544268908936,1,0
4865005.260538644,-7640.111230515478,1,0
4865003.141882859,-7639.475542620791,1,0
4865001.810547763,-7639.05615219714,1,0
4865003.273518747,-7639.505486178708,1,0
4864998.351094007,-7638.22102869993,1,0
4865005.069540487,-7640.124904671887,1,0
4864997.831650022,-7638.034737008157,1,0
4864995.490617752,-7637.868910856548,1,0
4864995.485900836,-7637.86722069345,1,0
4865005.221997939,-7640.07388324406,1,0
4865010.041154928,-7641.333358414869,1,0
4865010.041368319,-7641.3296342749445,1,0
4865007.107475507,-7640.648456452037,1,0
4865007.73917438,-7640.888388942848,1,0
4865003.985339504,-7639.722945913676,1,0
4865009.936069229,-7641.520762874129,1,0
4865009.913868262,-7641.51922164079,1,0
4865009.8858862445,-7641.512206143667,1,0
4865009.906947274,-7641.517685302397,1,0
4865009.778493414,-7641.400241745287,1,0
4865004.028641279,-7639.736677999707,1,0
4865009.92103176,-7641.515298314008,1,0
4865004.95587741,-7640.005286560515,1,0
4865009.943273607,-7641.5190297749405,1,0
4865007.774391879,-7640.804212586712,1,0
4865009.947497311,-7641.518859682449,1,0
4865003.83475753,-7639.682649622093,1,0
4865010.001992106,-7641.525637972944,1,0
4865003.477855353,-7639.302168515844,1,0
4865004.883607132,-7639.979820972574,1,0
4865005.021167026,-7639.7477668065985,1,0
4865007.55913191,-7640.5341822104,1,0
4865007.178186148,-7640.139636235706,1,0
4865009.34873608,-7640.872280827986,1,0
4865010.022235299,-7641.3109663139785,1,0
4865008.572858915,-7640.882377643148,1,0
4865009.911793709,-7641.491746015779,1,0
4865009.686389977,-7641.219606978197,1,0
4865009.414412668,-7640.912407641174,1,0
4865007.226518006,-7640.162161147657,1,0
4865007.703844288,-7640.615566819424,1,0
4865009.354577833,-7640.868439514407,1,0
4865009.623390135,-7641.164286326746,1,0
4865009.362010989,-7640.869399795338,1,0
4865009.573872611,-7641.145945449941,1,0
4865009.659339581,-7641.181940545825,1,0
4865009.685154448,-7641.193538556891,1,0
4865009.3694631485,-7640.86766652365,1,0
4865008.208116245,-7641.05136082963,1,0
4865010.109070221,-7641.322961727433,1,0
4865007.873935912,-7640.915414213732,1,0
4865010.076753351,-7641.324857541059,1,0
4865010.076030291,-7641.324627474357,1,0
4865010.084988465,-7641.320636623132,1,0
4865007.871147556,-7640.921173634149,1,0
4865010.080311043,-7641.315799089184,1,0
4865004.824925336,-7639.9629215840305,1,0
4865007.61085125,-7640.734568597426,1,0
4865009.7114227265,-7641.223100308417,1,0
4865009.75117919,-7641.221888209504,1,0
4865004.824619057,-7639.961338104531,1,0
4865004.6674570255,-7639.921389242825,1,0
4865004.680347637,-7639.924570354252,1,0
4865004.923959754,-7639.981095318264,1,0
4865009.964311619,-7641.495805176654,1,0
4865001.923605926,-7639.085161695911,1,0
4865007.537133531,-7640.814542802165,1,0
4865004.927918676,-7639.984414240209,1,0
4865004.926757927,-7639.983441223683,1,0
4865004.899715631,-7639.989911956322,1,0
4865009.904205828,-7641.495111790467,1,0
4865008.091176677,-7640.945821191547,1,0
4865010.052354846,-7641.306172721788,1,0
4865009.434032093,-7640.907388657781,1,0
4865007.510803904,-7640.814445890918,1,0
4865005.759640897,-7640.053318451878,2,0
4865007.699961971,-7640.610092110705,1,0
4865007.751616755,-7640.623568295543,1,0
4865007.449476171,-7640.317613842304,1,0
4865008.201590328,-7641.0435032599225,1,0
4864998.61847363,-7638.46140578553,1,0
4865009.925269984,-7641.262441791552,1,0
4865008.483854931,-7641.1403746686,1,0
4865008.470975723,-7640.881957390659,1,0
4865007.1256088065,-7640.38191352436,1,0
4865007.19698909,-7640.166010863945,1,0
4865007.172551119,-7640.142059997269,1,0
4865007.862291583,-7640.563607761061,1,0
4865009.366361208,-7640.880085595353,1,0
4865006.204530412,-7640.273396676345,1,0
4865009.656363679,-7641.2038313537705,1,0
4865009.6537423,-7641.200920475196,1,0
4865009.657856493,-7641.20541904975,1,0
4865008.104885487,-7640.75565995313,1,0
4865006.300050615,-7640.290240343646,1,0
4865009.651728274,-7641.201995443371,1,0
4865007.772925126,-7640.663138614032,1,0
4865007.505571353,-7640.736859434072,1,0
4865007.494779425,-7640.734036358501,1,0
4864994.480419774,-7637.307022544564,1,0
4864995.640344081,-7637.461331879058,1,0
4864994.492401387,-7637.290675233334,1,0
4864995.672314936,-7637.471329539383,1,0
4864994.469014138,-7637.294584813568,1,0
4864994.49641351,-7637.30516892389,1,0
4864995.696529661,-7637.4795866439545,1,0
4864994.487208919,-7637.284175752375,1,0
4864995.659336271,-7637.465664630024,1,0
4864995.68389873,-7637.471396538145,1,0
4864991.596360888,-7630.594810337923,1,0
4864997.000645834,-7638.103099591901,1,0
4864994.188268225,-7637.498766330346,1,0
4864994.148906706,-7637.492577622554,1,0
4864993.716734735,-7637.466796091744,1,0
4864990.095886973,-7633.622737136676,1,0
4864994.147220231,-7637.493349570363,1,0
4864994.151487857,-7637.4874578729505,1,0
4864994.143587881,-7637.440723071124,1,0
4864993.800637271,-7637.473165109795,1,0
4864995.554466159,-7637.827626003039,1,0
4864993.749673871,-7637.311803417612,1,0
4864993.803440698,-7637.4679228118775,1,0
4864990.769182113,-7634.170314532971,1,0
4864993.759085268,-7637.464619302431,1,0
4864994.164165576,-7637.487691087317,1,0
4864990.811067108,-7633.910688987669,1,0
4864990.813142637,-7634.223568573774,1,0
4864990.766284086,-7633.868032943397,1,0
4864994.146825939,-7637.490656118244,1,0
4864987.777311125,-7626.701089190027,1,0
4864988.093742507,-7626.68548481864,1,0
4864996.57814921,-7638.016270850795,2,0
4864996.583140391,-7638.018022734701,2,0
4864992.85544244,-7630.349150858593,2,0
4864987.931147109,-7626.21148556288,1,0
4864992.9316755785,-7630.446889597812,2,0
4864992.836561021,-7630.281672206825,2,0
4864992.827286883,-7630.250533793701,2,0
4864992.932163131,-7630.475303205852,2,0
4864992.931906801,-7630.533980058977,2,0
4864990.237064806,-7629.028152429652,2,0
4864987.891470946,-7626.49070216687,1,0
4864986.5677208835,-7625.032104145507,1,0
4864987.888920154,-7626.436298959556,1,0
4864987.861549152,-7626.40046569888,1,0
4864987.677392464,-7625.967122950464,1,0
4864984.845717276,-7619.299684968861,1,0
4864986.584427005,-7625.116463405034,1,0
4864986.604423814,-7625.20141546575,1,0
4864982.061527169,-7613.979243323061,1,0
4864984.0226564165,-7623.779727464797,1,0
4864980.9745044075,-7619.557897531788,1,0
4864977.655805102,-7613.148272283341,1,0
4864990.312732025,-7633.7759650022745,1,0
4864987.825355565,-7628.693499150783,1,0
4864987.586989541,-7628.427247788188,1,0
4864987.550522358,-7628.379952677254,1,0
4864987.520573122,-7628.34944751815,1,0
4864987.575732232,-7628.399062427806,1,0
4864990.217321663,-7633.686510417622,1,0
4864978.587169144,-7608.955448328713,1,0
4864978.482003447,-7609.609325471526,1,0
4864981.5990023995,-7617.167090378896,1,0
4864984.1949732285,-7622.496583255247,1,0
4864981.909523191,-7616.311835326275,1,0
4864984.3771668365,-7622.615149039809,1,0
4864986.923276851,-7629.531453302321,1,0
4864982.6784010045,-7614.729309318493,1,0
4864981.691163852,-7617.148968169368,1,0
4864984.796168588,-7621.317691309036,1,0
4864984.512148881,-7624.279155457267,1,0
4864984.843051578,-7621.3971128450685,1,0
4864990.714692336,-7633.785252517857,1,0
4864987.977270727,-7626.639127396872,1,0
4864988.075598262,-7626.960304928768,1,0
4864985.3908573,-7619.718599262144,1,0
4864984.862288973,-7621.41170417636,1,0
4864990.593221948,-7633.676532471104,1,0
4864981.342426951,-7613.839239226214,1,0
4864991.280890691,-7630.3709840482925,1,0
4864987.439887733,-7628.217783289787,1,0
4864984.310208157,-7624.021693532213,1,0
4864978.005914329,-7609.92696741536,1,0
4864978.005590774,-7609.926628968792,1,0
4864981.579623626,-7616.816125583709,1,0
4864981.670300746,-7616.742899457594,1,0
4864981.78495639,-7616.898551685163,1,0
4864982.353599958,-7614.1743283323485,1,0
4864987.9843128575,-7626.5892094417395,1,0
4864989.575928567,-7632.958056434297,2,0
4864985.84813702,-7628.599556357049,1,0
4864985.854995645,-7628.639398864115,1,0
4864985.847056597,-7628.564749687065,1,0
4864985.630395434,-7628.328613362139,1,0
4864981.28601828,-7616.749785460242,1,0
4864981.75496213,-7617.192211545942,1,0
4864983.7579862485,-7621.734973329476,1,0
4864983.483041016,-7621.457608637657,1,0
4864983.5915253125,-7621.419644550169,1,0
4864983.614614175,-7621.126663414408,1,0
4864975.064158229,-7619.740871823165,1,0
4864976.749485057,-7612.898091733995,1,0
4864979.5738125155,-7619.2569644917185,1,0
4864976.130461829,-7615.426765042344,1,0
4864976.085904214,-7615.5519883949255,1,0
4864970.26403503,-7622.547948810016,1,0
4864974.330320497,-7626.693431044822,1,0
4864974.475406266,-7626.565263035557,1,0
4864981.859390547,-7615.291582051992,1,0
4864987.785754475,-7625.9773314651975,1,0
4864981.818245193,-7615.248078084663,1,0
4864968.192640917,-7626.113867997416,1,0
4864973.849613281,-7626.751839778752,1,0
4864973.554684869,-7627.103006893941,1,0
4864973.468512908,-7627.170801213327,1,0
4864972.260745477,-7630.048368832036,1,0
4864978.943452813,-7627.239341959499,1,0
4864972.43420123,-7629.901108312292,1,0
4864973.697403776,-7627.023800188042,1,0
4864965.839664178,-7629.567591000764,1,0
4864959.50429231,-7637.972673901341,1,0
4864959.555390809,-7637.947218099599,1,0
4864965.814146426,-7629.65025845266,1,0
4864959.562349772,-7637.941030782486,1,0
4864959.526036061,-7637.967336799381,1,0
4864959.554327215,-7637.953672602659,1,0
4864959.533959818,-7637.963469001886,1,0
4864959.520541523,-7637.970345571912,1,0
4864976.7054531565,-7630.817596724234,1,0
4864955.746453075,-7640.492644103481,1,0
4864956.256025744,-7639.901609861055,1,0
4864955.917984677,-7640.397474820448,1,0
4864960.162014731,-7637.898174491906,1,0
4864959.695657994,-7637.876530334431,1,0
4864960.235475162,-7637.857611569783,1,0
4864960.056952951,-7637.956209807243,1,0
4864959.177697042,-7638.43866094737,1,0
4864956.402789554,-7640.055017348476,1,0
4864955.221321652,-7640.767970016671,1,0
4864962.471208766,-7636.120102540013,1,0
4864962.506625136,-7636.087656502182,1,0
4864965.246989235,-7630.067270917324,1,0
4864971.471459622,-7630.808087776201,1,0
4864958.936392499,-7638.284337296614,1,0
4864958.960179403,-7638.268187231402,1,0
4864958.94043937,-7638.280128276003,1,0
4864965.595801391,-7629.507045456073,1,0
4864958.940531833,-7638.292265471264,1,0
4864958.912707932,-7638.298257681503,1,0
4864954.92006623,-7641.05148573324,1,0
4864962.919669482,-7635.8905135209925,1,0
4864954.977645023,-7641.021219996182,1,0
4864954.986956497,-7641.017067221892,1,0
4864954.977900551,-7641.02121172785,1,0
4864955.011308098,-7641.00314734735,1,0
4864959.03446327,-7638.205260033285,1,0
4864955.056491238,-7640.980154365529,1,0
4864958.975919077,-7638.258784675575,1,0
4864959.007981625,-7638.243472893224,1,0
4864950.545142089,-7643.092259298775,1,0
4864958.178217152,-7638.2128185157935,1,0
4864954.684169505,-7640.195913998109,1,0
4864950.473565912,-7643.132195370402,1,0
4864946.215041896,-7645.698682045549,1,0
4864949.384862967,-7643.362509009553,1,0
4864954.403034015,-7639.928568026106,1,0
4864950.287499211,-7642.809422116445,1,0
4864953.718846867,-7640.823144883109,1,0
4864946.168991911,-7645.683500290011,1,0
4864947.680718493,-7644.96876799997,1,0
4864947.577057786,-7644.589492893384,1,0
4864948.316595652,-7644.099011919008,1,0
4864948.324003557,-7644.119371441307,1,0
4864948.326556402,-7644.125121484966,1,0
4864948.320986395,-7644.110433086275,1,0
4864948.327041144,-7644.126566294787,1,0
4864948.375832547,-7644.020957316276,1,0
4864948.319047843,-7644.103691722541,1,0
4864948.385263586,-7644.035592082173,1,0
4864950.555161763,-7643.123699111263,1,0
4864950.496424501,-7643.1464567165285,1,0
4864950.471592877,-7643.165181785834,1,0
4864945.998790432,-7645.354476907274,1,0
4864949.558269655,-7643.736854784306,1,0
4864950.476687377,-7643.167957750317,1,0
4864950.315220852,-7643.157292517524,1,0
4864950.32085709,-7643.152972611675,1,0
4864950.524908429,-7643.152600848017,1,0
4864950.3510506265,-7643.135236584125,1,0
4864946.189321928,-7645.747504442649,1,0
4864947.905597287,-7643.820987222003,1,0
4864948.314260678,-7644.104401973944,1,0
4864947.5302228555,-7644.626112878365,1,0
4864947.359668949,-7644.298961870898,1,0
4864947.348744495,-7644.3208199781675,1,0
4864947.361708001,-7644.301271833306,1,0
4864946.692209058,-7645.253143544718,1,0
4864946.667339665,-7645.265255643585,1,0
4864946.703401483,-7645.240536132542,1,0
4864966.795170499,-7633.953193332064,2,0
4864957.710567044,-7639.701559412039,2,0
4864957.810662262,-7639.643349841654,2,0
4864957.73722118,-7639.6743890502685,2,0
4864957.882509235,-7639.599328575247,2,0
4864957.885500884,-7639.601663619358,2,0
4864957.809787624,-7639.635134907385,2,0
4864957.837098345,-7639.630436567346,2,0
4864962.473216278,-7636.974418255938,2,0
4864957.8388387365,-7639.623421666989,2,0
4864957.902581823,-7639.595382567474,2,0
4864957.8385401815,-7639.629343281584,2,0
4864957.811811731,-7639.642023121782,2,0
4864957.753815591,-7639.680213205096,2,0
4864957.777033009,-7639.668729905218,2,0
4864957.82419419,-7639.627469239057,2,0
4864958.71294964,-7639.082351823727,2,0
4864958.684358099,-7639.103181834305,2,0
4864958.658304851,-7639.108662477003,2,0
4864958.854069757,-7639.011963191794,2,0
4864957.741576702,-7639.633689731863,2,0
4864950.52805125,-7642.5992474001405,1,0
4864953.986194681,-7641.230928141579,2,0
4864950.478246828,-7642.628338079499,1,0
4864949.103716356,-7644.405565986161,1,0
4864949.695707004,-7643.5837528386355,1,0
4864949.715355959,-7643.571050957574,1,0
4864949.747971961,-7643.5454187599025,1,0
4864949.818960904,-7643.497737194408,1,0
4864950.045377843,-7643.35728484627,1,0
4864950.039509612,-7643.353643536487,1,0
4864948.155908068,-7643.7771357203565,1,0
4864948.342337829,-7644.029256628571,1,0
4864948.220606422,-7643.700884215368,1,0
4864947.034946996,-7644.494367758166,1,0
4864947.524918245,-7644.571767167893,1,0
4864948.223859955,-7643.7057798562555,1,0
4864947.532542942,-7644.568620848443,1,0
4864947.508745981,-7644.587688331376,1,0
4864947.041329036,-7644.49498422865,1,0
4864947.336423053,-7644.311662738816,1,0
4864946.406824805,-7645.452565748144,1,0
4864946.331849863,-7645.506953341391,1,0
4864946.383467964,-7645.470740579043,1,0
4864946.294609935,-7645.533701425496,1,0
4864950.359453593,-7642.697101862061,1,0
4864947.248398264,-7644.759203583073,1,0
4864946.358066413,-7645.369191798238,1,0
4864948.396316506,-7644.0506406147615,1,0
4864946.995567157,-7644.50094860937,2,0
4864948.407693512,-7644.6575743261665,1,0
4864949.623435185,-7643.605086784797,2,0
4864948.425000885,-7644.667173580559,1,0
4864951.656268424,-7641.829666889103,1,0
4864948.434056751,-7644.67129046895,1,0
4864950.921019038,-7642.740876037669,1,0
4864951.6755745895,-7641.817337607359,1,0
4864947.5194470305,-7644.593380891094,1,0
4864947.6883752085,-7644.925144368821,1,0
4864947.522234115,-7644.5900838798725,1,0
4864957.807537958,-7639.090894531606,2,0
4864955.771004024,-7639.705400330601,2,0
4864955.863752712,-7639.667314825803,2,0
4864956.844679216,-7638.944383207062,2,0
4864955.8837623205,-7639.653298782396,2,0
4864959.477752335,-7638.0427073193405,2,0
4864962.005791365,-7636.913023745637,2,0
4864957.609323043,-7638.701220217307,2,0
4864957.598418735,-7638.704848610108,2,0
4864957.626404239,-7638.693629550935,2,0
4864951.93544176,-7642.49034250737,1,0
4864951.811369503,-7642.221304041533,1,0
4864958.633089263,-7637.936343958932,1,0
4864956.084730446,-7640.0030529233745,2,0
4864956.9206180805,-7638.870511792096,2,0
4864960.651354245,-7637.152131788477,2,0
4864958.554300907,-7639.272575818623,2,0
4864962.53802058,-7636.312342562005,2,0
4864959.239945577,-7638.199336473316,2,0
4864962.540687573,-7636.311572164211,2,0
4864963.007367024,-7635.618352089274,2,0
4864965.026772307,-7635.056131282731,2,0
4864958.073506619,-7639.185970381733,2,0
4864949.826932778,-7643.240766874267,1,0
4864956.838203048,-7639.160484660144,1,0
4864953.375314999,-7641.076287514593,1,0
4864949.831358756,-7643.232624479432,1,0
4864955.362744474,-7640.241488828242,1,0
4864966.639869555,-7634.171578985931,2,0
4864949.841928533,-7643.21921446838,1,0
4864947.221731811,-7644.8832021973185,1,0
4864948.068767487,-7643.854422903172,1,0
4864948.0681442665,-7643.857902449269,1,0
4864948.081538874,-7643.886254483644,1,0
4864948.082190533,-7643.88631367354,1,0
4864948.1109887175,-7643.969023795605,1,0
4864948.099357816,-7644.038344067266,1,0
4864948.424365043,-7644.138695636661,1,0
4864948.427010257,-7644.143468739507,1,0
4864947.265773997,-7644.846592253709,1,0
4864948.438616293,-7644.164202924921,1,0
4864948.062017376,-7643.948398508769,2,0
4864948.118624279,-7643.966045149154,1,0
4864948.433260022,-7644.149659925598,1,0
4864948.425796475,-7644.138165875442,1,0
4864948.416324009,-7644.123468744921,1,0
4864948.526592406,-7644.4279221397765,1,0
4864947.622774597,-7644.664599641449,1,0
4864947.610142642,-7644.6520669855245,1,0
4864947.612509712,-7644.672235122739,1,0
4864946.467687528,-7645.3478317752815,1,0
4864946.484494125,-7645.327018660055,1,0
4864947.8137120465,-7644.941021284088,1,0
4864948.407790907,-7644.112641827681,1,0
4864946.401586623,-7645.439492008508,1,0
4864946.3771336805,-7645.455961239862,1,0
4864946.369071051,-7645.464121181334,1,0
4864946.381995434,-7645.456201334076,1,0
4864947.7453223495,-7644.975215498842,1,0
4864947.734226568,-7644.991794996819,1,0
4864948.299423547,-7644.238750086311,1,0
4864947.581433591,-7644.56689422556,1,0
4864948.23568959,-7644.193703095693,1,0
4864948.1672051605,-7644.196258709095,1,0
4864948.529520946,-7644.413663878576,1,0
4864948.537978915,-7644.427163863454,1,0
4864948.537950043,-7644.428259317655,1,0
4864948.542574454,-7644.435499319589,1,0
4864948.543413685,-7644.436100002661,1,0
4864948.542898172,-7644.433341012683,1,0
4864951.877428578,-7642.1289605472175,1,0
4864955.59498717,-7640.59055636924,1,0
4864954.862181753,-7641.0418939740875,1,0
4864954.866866059,-7641.031615074007,1,0
4864950.731317612,-7642.955094224984,1,0
4864950.815959075,-7642.88707881441,1,0
4864950.901822886,-7642.826043600756,1,0
4864954.069617464,-7641.060797318655,1,0
4864954.850873736,-7640.987280233465,1,0
4864959.095319488,-7638.49136716367,1,0
4864951.105709816,-7642.577592464563,1,0
4864948.549956599,-7644.496846536435,1,0
4864948.551290103,-7644.500867206647,1,0
4864948.545120796,-7644.483322107115,1,0
4864948.545899648,-7644.485699215636,1,0
4864948.551488111,-7644.501902139726,1,0
4864948.546618982,-7644.488259908581,1,0
4864948.551290103,-7644.500867206647,1,0
4864948.547288755,-7644.4895956521395,1,0
4864948.551205856,-7644.5005395483895,1,0
4864948.540295465,-7644.469676803509,1,0
4864948.122114334,-7644.193558283398,1,0
4864948.117189832,-7644.156636036475,1,0
4864948.356562601,-7644.62653424106,1,0
4864948.390060047,-7644.645122776639,1,0
4864948.387754871,-7644.64417248971,1,0
4864948.38984525,-7644.644038189705,1,0
